pais,fecha inicio,fecha fin,dias,semana,total muertes reportadas,total muertes reportadas por covid
Mexico,2014-12-29,2015-01-04,7,1,15101,0
Mexico,2015-01-05,2015-01-11,7,2,15449,0
Mexico,2015-01-12,2015-01-18,7,3,14820,0
Mexico,2015-01-19,2015-01-25,7,4,14172,0
Mexico,2015-01-26,2015-02-01,7,5,13628,0
Mexico,2015-02-02,2015-02-08,7,6,13914,0
Mexico,2015-02-09,2015-02-15,7,7,13550,0
Mexico,2015-02-16,2015-02-22,7,8,13799,0
Mexico,2015-02-23,2015-03-01,7,9,13054,0
Mexico,2015-03-02,2015-03-08,7,10,12979,0
Mexico,2015-03-09,2015-03-15,7,11,12498,0
Mexico,2015-03-16,2015-03-22,7,12,13133,0
Mexico,2015-03-23,2015-03-29,7,13,12066,0
Mexico,2015-03-30,2015-04-05,7,14,12477,0
Mexico,2015-04-06,2015-04-12,7,15,12202,0
Mexico,2015-04-13,2015-04-19,7,16,11796,0
Mexico,2015-04-20,2015-04-26,7,17,12403,0
Mexico,2015-04-27,2015-05-03,7,18,11763,0
Mexico,2015-05-04,2015-05-10,7,19,12059,0
Mexico,2015-05-11,2015-05-17,7,20,11732,0
Mexico,2015-05-18,2015-05-24,7,21,11856,0
Mexico,2015-05-25,2015-05-31,7,22,11608,0
Mexico,2015-06-01,2015-06-07,7,23,11876,0
Mexico,2015-06-08,2015-06-14,7,24,11709,0
Mexico,2015-06-15,2015-06-21,7,25,11510,0
Mexico,2015-06-22,2015-06-28,7,26,11571,0
Mexico,2015-06-29,2015-07-05,7,27,11583,0
Mexico,2015-07-06,2015-07-12,7,28,11538,0
Mexico,2015-07-13,2015-07-19,7,29,12003,0
Mexico,2015-07-20,2015-07-26,7,30,11947,0
Mexico,2015-07-27,2015-08-02,7,31,12083,0
Mexico,2015-08-03,2015-08-09,7,32,12237,0
Mexico,2015-08-10,2015-08-16,7,33,11739,0
Mexico,2015-08-17,2015-08-23,7,34,11670,0
Mexico,2015-08-24,2015-08-30,7,35,11680,0
Mexico,2015-08-31,2015-09-06,7,36,11668,0
Mexico,2015-09-07,2015-09-13,7,37,11814,0
Mexico,2015-09-14,2015-09-20,7,38,11957,0
Mexico,2015-09-21,2015-09-27,7,39,11560,0
Mexico,2015-09-28,2015-10-04,7,40,12484,0
Mexico,2015-10-05,2015-10-11,7,41,12397,0
Mexico,2015-10-12,2015-10-18,7,42,12063,0
Mexico,2015-10-19,2015-10-25,7,43,12221,0
Mexico,2015-10-26,2015-11-01,7,44,12153,0
Mexico,2015-11-02,2015-11-08,7,45,12543,0
Mexico,2015-11-09,2015-11-15,7,46,12217,0
Mexico,2015-11-16,2015-11-22,7,47,12542,0
Mexico,2015-11-23,2015-11-29,7,48,12597,0
Mexico,2015-11-30,2015-12-06,7,49,12830,0
Mexico,2015-12-07,2015-12-13,7,50,13526,0
Mexico,2015-12-14,2015-12-20,7,51,13542,0
Mexico,2015-12-21,2015-12-27,7,52,14351,0
Mexico,2015-12-28,2016-01-03,7,53,14170,0
Mexico,2016-01-04,2016-01-10,7,1,14299,0
Mexico,2016-01-11,2016-01-17,7,2,14540,0
Mexico,2016-01-18,2016-01-24,7,3,14557,0
Mexico,2016-01-25,2016-01-31,7,4,14902,0
Mexico,2016-02-01,2016-02-07,7,5,15160,0
Mexico,2016-02-08,2016-02-14,7,6,15691,0
Mexico,2016-02-15,2016-02-21,7,7,15725,0
Mexico,2016-02-22,2016-02-28,7,8,15034,0
Mexico,2016-02-29,2016-03-06,7,9,14797,0
Mexico,2016-03-07,2016-03-13,7,10,14351,0
Mexico,2016-03-14,2016-03-20,7,11,14025,0
Mexico,2016-03-21,2016-03-27,7,12,13418,0
Mexico,2016-03-28,2016-04-03,7,13,13411,0
Mexico,2016-04-04,2016-04-10,7,14,12710,0
Mexico,2016-04-11,2016-04-17,7,15,12422,0
Mexico,2016-04-18,2016-04-24,7,16,11939,0
Mexico,2016-04-25,2016-05-01,7,17,12481,0
Mexico,2016-05-02,2016-05-08,7,18,12723,0
Mexico,2016-05-09,2016-05-15,7,19,12478,0
Mexico,2016-05-16,2016-05-22,7,20,12483,0
Mexico,2016-05-23,2016-05-29,7,21,13019,0
Mexico,2016-05-30,2016-06-05,7,22,12222,0
Mexico,2016-06-06,2016-06-12,7,23,12011,0
Mexico,2016-06-13,2016-06-19,7,24,11994,0
Mexico,2016-06-20,2016-06-26,7,25,12117,0
Mexico,2016-06-27,2016-07-03,7,26,12203,0
Mexico,2016-07-04,2016-07-10,7,27,12439,0
Mexico,2016-07-11,2016-07-17,7,28,12241,0
Mexico,2016-07-18,2016-07-24,7,29,12316,0
Mexico,2016-07-25,2016-07-31,7,30,12141,0
Mexico,2016-08-01,2016-08-07,7,31,12456,0
Mexico,2016-08-08,2016-08-14,7,32,12173,0
Mexico,2016-08-15,2016-08-21,7,33,12261,0
Mexico,2016-08-22,2016-08-28,7,34,12245,0
Mexico,2016-08-29,2016-09-04,7,35,12137,0
Mexico,2016-09-05,2016-09-11,7,36,12285,0
Mexico,2016-09-12,2016-09-18,7,37,12491,0
Mexico,2016-09-19,2016-09-25,7,38,12203,0
Mexico,2016-09-26,2016-10-02,7,39,12300,0
Mexico,2016-10-03,2016-10-09,7,40,12500,0
Mexico,2016-10-10,2016-10-16,7,41,12201,0
Mexico,2016-10-17,2016-10-23,7,42,12365,0
Mexico,2016-10-24,2016-10-30,7,43,12506,0
Mexico,2016-10-31,2016-11-06,7,44,12735,0
Mexico,2016-11-07,2016-11-13,7,45,12478,0
Mexico,2016-11-14,2016-11-20,7,46,12837,0
Mexico,2016-11-21,2016-11-27,7,47,13616,0
Mexico,2016-11-28,2016-12-04,7,48,13678,0
Mexico,2016-12-05,2016-12-11,7,49,13396,0
Mexico,2016-12-12,2016-12-18,7,50,13697,0
Mexico,2016-12-19,2016-12-25,7,51,13784,0
Mexico,2016-12-26,2017-01-01,7,52,14313,0
Mexico,2017-01-02,2017-01-08,7,1,14312,0
Mexico,2017-01-09,2017-01-15,7,2,14583,0
Mexico,2017-01-16,2017-01-22,7,3,14163,0
Mexico,2017-01-23,2017-01-29,7,4,14118,0
Mexico,2017-01-30,2017-02-05,7,5,14444,0
Mexico,2017-02-06,2017-02-12,7,6,14330,0
Mexico,2017-02-13,2017-02-19,7,7,14165,0
Mexico,2017-02-20,2017-02-26,7,8,14278,0
Mexico,2017-02-27,2017-03-05,7,9,14456,0
Mexico,2017-03-06,2017-03-12,7,10,13844,0
Mexico,2017-03-13,2017-03-19,7,11,13948,0
Mexico,2017-03-20,2017-03-26,7,12,13878,0
Mexico,2017-03-27,2017-04-02,7,13,13307,0
Mexico,2017-04-03,2017-04-09,7,14,13470,0
Mexico,2017-04-10,2017-04-16,7,15,13210,0
Mexico,2017-04-17,2017-04-23,7,16,13212,0
Mexico,2017-04-24,2017-04-30,7,17,13363,0
Mexico,2017-05-01,2017-05-07,7,18,13016,0
Mexico,2017-05-08,2017-05-14,7,19,12868,0
Mexico,2017-05-15,2017-05-21,7,20,13361,0
Mexico,2017-05-22,2017-05-28,7,21,13165,0
Mexico,2017-05-29,2017-06-04,7,22,12510,0
Mexico,2017-06-05,2017-06-11,7,23,12753,0
Mexico,2017-06-12,2017-06-18,7,24,12724,0
Mexico,2017-06-19,2017-06-25,7,25,13154,0
Mexico,2017-06-26,2017-07-02,7,26,12736,0
Mexico,2017-07-03,2017-07-09,7,27,12502,0
Mexico,2017-07-10,2017-07-16,7,28,12822,0
Mexico,2017-07-17,2017-07-23,7,29,12512,0
Mexico,2017-07-24,2017-07-30,7,30,12923,0
Mexico,2017-07-31,2017-08-06,7,31,12967,0
Mexico,2017-08-07,2017-08-13,7,32,12464,0
Mexico,2017-08-14,2017-08-20,7,33,12638,0
Mexico,2017-08-21,2017-08-27,7,34,12432,0
Mexico,2017-08-28,2017-09-03,7,35,12172,0
Mexico,2017-09-04,2017-09-10,7,36,12933,0
Mexico,2017-09-11,2017-09-17,7,37,13333,0
Mexico,2017-09-18,2017-09-24,7,38,13164,0
Mexico,2017-09-25,2017-10-01,7,39,12604,0
Mexico,2017-10-02,2017-10-08,7,40,13026,0
Mexico,2017-10-09,2017-10-15,7,41,13031,0
Mexico,2017-10-16,2017-10-22,7,42,13390,0
Mexico,2017-10-23,2017-10-29,7,43,13216,0
Mexico,2017-10-30,2017-11-05,7,44,13538,0
Mexico,2017-11-06,2017-11-12,7,45,13258,0
Mexico,2017-11-13,2017-11-19,7,46,13197,0
Mexico,2017-11-20,2017-11-26,7,47,13584,0
Mexico,2017-11-27,2017-12-03,7,48,14233,0
Mexico,2017-12-04,2017-12-10,7,49,14470,0
Mexico,2017-12-11,2017-12-17,7,50,16334,0
Mexico,2017-12-18,2017-12-24,7,51,15557,0
Mexico,2017-12-25,2017-12-31,7,52,15492,0
Mexico,2018-01-01,2018-01-07,7,1,16721,0
Mexico,2018-01-08,2018-01-14,7,2,16170,0
Mexico,2018-01-15,2018-01-21,7,3,16738,0
Mexico,2018-01-22,2018-01-28,7,4,16041,0
Mexico,2018-01-29,2018-02-04,7,5,15770,0
Mexico,2018-02-05,2018-02-11,7,6,15306,0
Mexico,2018-02-12,2018-02-18,7,7,14588,0
Mexico,2018-02-19,2018-02-25,7,8,14199,0
Mexico,2018-02-26,2018-03-04,7,9,14001,0
Mexico,2018-03-05,2018-03-11,7,10,13552,0
Mexico,2018-03-12,2018-03-18,7,11,13497,0
Mexico,2018-03-19,2018-03-25,7,12,13254,0
Mexico,2018-03-26,2018-04-01,7,13,13191,0
Mexico,2018-04-02,2018-04-08,7,14,13577,0
Mexico,2018-04-09,2018-04-15,7,15,12888,0
Mexico,2018-04-16,2018-04-22,7,16,13080,0
Mexico,2018-04-23,2018-04-29,7,17,12657,0
Mexico,2018-04-30,2018-05-06,7,18,13040,0
Mexico,2018-05-07,2018-05-13,7,19,12784,0
Mexico,2018-05-14,2018-05-20,7,20,13172,0
Mexico,2018-05-21,2018-05-27,7,21,13125,0
Mexico,2018-05-28,2018-06-03,7,22,13567,0
Mexico,2018-06-04,2018-06-10,7,23,13025,0
Mexico,2018-06-11,2018-06-17,7,24,12451,0
Mexico,2018-06-18,2018-06-24,7,25,12932,0
Mexico,2018-06-25,2018-07-01,7,26,12610,0
Mexico,2018-07-02,2018-07-08,7,27,12845,0
Mexico,2018-07-09,2018-07-15,7,28,13114,0
Mexico,2018-07-16,2018-07-22,7,29,13334,0
Mexico,2018-07-23,2018-07-29,7,30,13455,0
Mexico,2018-07-30,2018-08-05,7,31,12997,0
Mexico,2018-08-06,2018-08-12,7,32,12602,0
Mexico,2018-08-13,2018-08-19,7,33,12767,0
Mexico,2018-08-20,2018-08-26,7,34,12503,0
Mexico,2018-08-27,2018-09-02,7,35,12811,0
Mexico,2018-09-03,2018-09-09,7,36,12556,0
Mexico,2018-09-10,2018-09-16,7,37,12780,0
Mexico,2018-09-17,2018-09-23,7,38,12994,0
Mexico,2018-09-24,2018-09-30,7,39,12807,0
Mexico,2018-10-01,2018-10-07,7,40,12931,0
Mexico,2018-10-08,2018-10-14,7,41,13232,0
Mexico,2018-10-15,2018-10-21,7,42,13115,0
Mexico,2018-10-22,2018-10-28,7,43,13435,0
Mexico,2018-10-29,2018-11-04,7,44,13772,0
Mexico,2018-11-05,2018-11-11,7,45,13897,0
Mexico,2018-11-12,2018-11-18,7,46,14612,0
Mexico,2018-11-19,2018-11-25,7,47,15202,0
Mexico,2018-11-26,2018-12-02,7,48,14647,0
Mexico,2018-12-03,2018-12-09,7,49,14833,0
Mexico,2018-12-10,2018-12-16,7,50,15216,0
Mexico,2018-12-17,2018-12-23,7,51,16440,0
Mexico,2018-12-24,2018-12-30,7,52,17373,0
Mexico,2018-12-31,2019-01-06,7,1,17723,0
Mexico,2019-01-07,2019-01-13,7,2,16602,0
Mexico,2019-01-14,2019-01-20,7,3,16252,0
Mexico,2019-01-21,2019-01-27,7,4,15864,0
Mexico,2019-01-28,2019-02-03,7,5,15862,0
Mexico,2019-02-04,2019-02-10,7,6,15689,0
Mexico,2019-02-11,2019-02-17,7,7,15445,0
Mexico,2019-02-18,2019-02-24,7,8,14755,0
Mexico,2019-02-25,2019-03-03,7,9,14639,0
Mexico,2019-03-04,2019-03-10,7,10,14391,0
Mexico,2019-03-11,2019-03-17,7,11,13749,0
Mexico,2019-03-18,2019-03-24,7,12,13660,0
Mexico,2019-03-25,2019-03-31,7,13,13903,0
Mexico,2019-04-01,2019-04-07,7,14,14049,0
Mexico,2019-04-08,2019-04-14,7,15,13718,0
Mexico,2019-04-15,2019-04-21,7,16,13743,0
Mexico,2019-04-22,2019-04-28,7,17,13718,0
Mexico,2019-04-29,2019-05-05,7,18,13698,0
Mexico,2019-05-06,2019-05-12,7,19,13792,0
Mexico,2019-05-13,2019-05-19,7,20,13590,0
Mexico,2019-05-20,2019-05-26,7,21,14160,0
Mexico,2019-05-27,2019-06-02,7,22,13438,0
Mexico,2019-06-03,2019-06-09,7,23,13382,0
Mexico,2019-06-10,2019-06-16,7,24,13398,0
Mexico,2019-06-17,2019-06-23,7,25,13562,0
Mexico,2019-06-24,2019-06-30,7,26,13111,0
Mexico,2019-07-01,2019-07-07,7,27,13496,0
Mexico,2019-07-08,2019-07-14,7,28,13146,0
Mexico,2019-07-15,2019-07-21,7,29,13276,0
Mexico,2019-07-22,2019-07-28,7,30,13256,0
Mexico,2019-07-29,2019-08-04,7,31,13596,0
Mexico,2019-08-05,2019-08-11,7,32,13242,0
Mexico,2019-08-12,2019-08-18,7,33,13610,0
Mexico,2019-08-19,2019-08-25,7,34,13293,0
Mexico,2019-08-26,2019-09-01,7,35,13023,0
Mexico,2019-09-02,2019-09-08,7,36,12986,0
Mexico,2019-09-09,2019-09-15,7,37,12943,0
Mexico,2019-09-16,2019-09-22,7,38,13838,0
Mexico,2019-09-23,2019-09-29,7,39,13521,0
Mexico,2019-09-30,2019-10-06,7,40,13433,0
Mexico,2019-10-07,2019-10-13,7,41,13438,0
Mexico,2019-10-14,2019-10-20,7,42,13736,0
Mexico,2019-10-21,2019-10-27,7,43,13611,0
Mexico,2019-10-28,2019-11-03,7,44,13959,0
Mexico,2019-11-04,2019-11-10,7,45,14035,0
Mexico,2019-11-11,2019-11-17,7,46,14238,0
Mexico,2019-11-18,2019-11-24,7,47,14855,0
Mexico,2019-11-25,2019-12-01,7,48,13793,0
Mexico,2019-12-02,2019-12-08,7,49,13894,0
Mexico,2019-12-09,2019-12-15,7,50,13926,0
Mexico,2019-12-16,2019-12-22,7,51,13545,0
Mexico,2019-12-23,2019-12-29,7,52,15621,0
Mexico,2019-12-30,2020-01-05,7,1,16518,0
Mexico,2020-01-06,2020-01-12,7,2,16736,0
Mexico,2020-01-13,2020-01-19,7,3,16195,0
Mexico,2020-01-20,2020-01-26,7,4,15601,0
Mexico,2020-01-27,2020-02-02,7,5,15217,0
Mexico,2020-02-03,2020-02-09,7,6,15711,0
Mexico,2020-02-10,2020-02-16,7,7,14875,0
Mexico,2020-02-17,2020-02-23,7,8,14501,0
Mexico,2020-02-24,2020-03-01,7,9,13916,0
Mexico,2020-03-02,2020-03-08,7,10,14017,0
Mexico,2020-03-09,2020-03-15,7,11,13857,0
Mexico,2020-03-16,2020-03-22,7,12,13187,3
Mexico,2020-03-23,2020-03-29,7,13,13698,17
Mexico,2020-03-30,2020-04-05,7,14,13533,74
Mexico,2020-04-06,2020-04-12,7,15,14030,202
Mexico,2020-04-13,2020-04-19,7,16,14993,390
Mexico,2020-04-20,2020-04-26,7,17,17068,665
Mexico,2020-04-27,2020-05-03,7,18,18811,803
Mexico,2020-05-04,2020-05-10,7,19,20622,1311
Mexico,2020-05-11,2020-05-17,7,20,22313,1712
Mexico,2020-05-18,2020-05-24,7,21,23231,2217
Mexico,2020-05-25,2020-05-31,7,22,23167,2536
Mexico,2020-06-01,2020-06-07,7,23,24121,3769
Mexico,2020-06-08,2020-06-14,7,24,24719,3442
Mexico,2020-06-15,2020-06-21,7,25,24945,4684
Mexico,2020-06-22,2020-06-28,7,26,24718,4823
Mexico,2020-06-29,2020-07-05,7,27,25495,3991
Mexico,2020-07-06,2020-07-12,7,28,26446,4367
Mexico,2020-07-13,2020-07-19,7,29,26446,4178
Mexico,2020-07-20,2020-07-26,7,30,25733,4496
Mexico,2020-07-27,2020-08-02,7,31,24795,4066
Mexico,2020-08-03,2020-08-09,7,32,23817,4552
Mexico,2020-08-10,2020-08-16,7,33,22666,4459
Mexico,2020-08-17,2020-08-23,7,34,21725,3723
Mexico,2020-08-24,2020-08-30,7,35,20837,3678
Mexico,2020-08-31,2020-09-06,7,36,20156,3400
Mexico,2020-09-07,2020-09-13,7,37,19490,3263
Mexico,2020-09-14,2020-09-20,7,38,18805,2672
Mexico,2020-09-21,2020-09-27,7,39,18933,2937
Mexico,2020-09-28,2020-10-04,7,40,18484,2658
Mexico,2020-10-05,2020-10-11,7,41,18834,4693
Mexico,2020-10-12,2020-10-18,7,42,18815,2386
Mexico,2020-10-19,2020-10-25,7,43,19567,2757
Mexico,2020-10-26,2020-11-01,7,44,20224,2971
Mexico,2020-11-02,2020-11-08,7,45,21326,3132
Mexico,2020-11-09,2020-11-15,7,46,21619,3515
Mexico,2020-11-16,2020-11-22,7,47,22294,3134
Mexico,2020-11-23,2020-11-29,7,48,22534,3979
Mexico,2020-11-30,2020-12-06,7,49,23495,4062
Mexico,2020-12-07,2020-12-13,7,50,25342,4236
Mexico,2020-12-14,2020-12-20,7,51,26560,4249
Mexico,2020-12-21,2020-12-27,7,52,29609,4224
Mexico,2020-12-28,2021-01-03,7,53,32637,4787
Mexico,2021-01-04,2021-01-10,7,1,36287,6493
Mexico,2021-01-11,2021-01-17,7,2,43427,6998
Mexico,2021-01-18,2021-01-24,7,3,44667,8910
Mexico,2021-01-25,2021-01-31,7,4,36617,8922
Mexico,2021-02-01,2021-02-07,7,5,31825,7664
Mexico,2021-02-08,2021-02-14,7,6,26858,8007
Mexico,2021-02-15,2021-02-21,7,7,25330,5900
Mexico,2021-02-22,2021-02-28,7,8,24010,5608
Mexico,2021-03-01,2021-03-07,7,9,20488,4889
Mexico,2021-03-08,2021-03-14,7,10,19752,4106
Mexico,2021-03-15,2021-03-21,7,11,18508,3326
Mexico,2021-03-22,2021-03-28,7,12,17801,3587
Mexico,2021-03-29,2021-04-04,7,13,16992,2524
Mexico,2021-04-05,2021-04-11,7,14,17364,5191
Mexico,2021-04-12,2021-04-18,7,15,16927,3001
Mexico,2021-04-19,2021-04-25,7,16,16037,2608
Mexico,2021-04-26,2021-05-02,7,17,15511,2286
Mexico,2021-05-03,2021-05-09,7,18,15125,1752
Mexico,2021-05-10,2021-05-16,7,19,14734,1452
Mexico,2021-05-17,2021-05-23,7,20,14264,1210
Mexico,2021-05-24,2021-05-30,7,21,14358,1860
Mexico,2021-05-31,2021-06-06,7,22,13943,1025
Mexico,2021-06-07,2021-06-13,7,23,14140,1346
Mexico,2021-06-14,2021-06-20,7,24,14261,1037
Mexico,2021-06-21,2021-06-27,7,25,14323,1377
Mexico,2021-06-28,2021-07-04,7,26,14582,1058
Mexico,2021-07-05,2021-07-11,7,27,15444,1347
Mexico,2021-07-12,2021-07-18,7,28,16410,1362
Mexico,2021-07-19,2021-07-25,7,29,18342,2093
Mexico,2021-07-26,2021-08-01,7,30,20721,2610
Mexico,2021-08-02,2021-08-08,7,31,23457,3386
Mexico,2021-08-09,2021-08-15,7,32,25423,3747
Mexico,2021-08-16,2021-08-22,7,33,26786,4988
Mexico,2021-08-23,2021-08-29,7,34,25778,5010
Mexico,2021-08-30,2021-09-05,7,35,25052,4975
Mexico,2021-09-06,2021-09-12,7,36,23022,4608
Mexico,2021-09-13,2021-09-19,7,37,21506,3755
Mexico,2021-09-20,2021-09-26,7,38,19587,3947
Mexico,2021-09-27,2021-10-03,7,39,17718,3142
Mexico,2021-10-04,2021-10-10,7,40,15572,3494
Peru,2017-01-02,2017-01-08,7,1,1586,0
Peru,2017-01-09,2017-01-15,7,2,1672,0
Peru,2017-01-16,2017-01-22,7,3,1740,0
Peru,2017-01-23,2017-01-29,7,4,1760,0
Peru,2017-01-30,2017-02-05,7,5,1881,0
Peru,2017-02-06,2017-02-12,7,6,1682,0
Peru,2017-02-13,2017-02-19,7,7,1715,0
Peru,2017-02-20,2017-02-26,7,8,1933,0
Peru,2017-02-27,2017-03-05,7,9,2052,0
Peru,2017-03-06,2017-03-12,7,10,1839,0
Peru,2017-03-13,2017-03-19,7,11,1931,0
Peru,2017-03-20,2017-03-26,7,12,1911,0
Peru,2017-03-27,2017-04-02,7,13,1786,0
Peru,2017-04-03,2017-04-09,7,14,1765,0
Peru,2017-04-10,2017-04-16,7,15,1758,0
Peru,2017-04-17,2017-04-23,7,16,1804,0
Peru,2017-04-24,2017-04-30,7,17,1685,0
Peru,2017-05-01,2017-05-07,7,18,1780,0
Peru,2017-05-08,2017-05-14,7,19,1751,0
Peru,2017-05-15,2017-05-21,7,20,1813,0
Peru,2017-05-22,2017-05-28,7,21,1813,0
Peru,2017-05-29,2017-06-04,7,22,1782,0
Peru,2017-06-05,2017-06-11,7,23,1934,0
Peru,2017-06-12,2017-06-18,7,24,1839,0
Peru,2017-06-19,2017-06-25,7,25,1917,0
Peru,2017-06-26,2017-07-02,7,26,1965,0
Peru,2017-07-03,2017-07-09,7,27,2009,0
Peru,2017-07-10,2017-07-16,7,28,1923,0
Peru,2017-07-17,2017-07-23,7,29,1955,0
Peru,2017-07-24,2017-07-30,7,30,2004,0
Peru,2017-07-31,2017-08-06,7,31,1929,0
Peru,2017-08-07,2017-08-13,7,32,1962,0
Peru,2017-08-14,2017-08-20,7,33,1913,0
Peru,2017-08-21,2017-08-27,7,34,1969,0
Peru,2017-08-28,2017-09-03,7,35,1972,0
Peru,2017-09-04,2017-09-10,7,36,2027,0
Peru,2017-09-11,2017-09-17,7,37,2058,0
Peru,2017-09-18,2017-09-24,7,38,2014,0
Peru,2017-09-25,2017-10-01,7,39,2081,0
Peru,2017-10-02,2017-10-08,7,40,1969,0
Peru,2017-10-09,2017-10-15,7,41,2077,0
Peru,2017-10-16,2017-10-22,7,42,2070,0
Peru,2017-10-23,2017-10-29,7,43,2041,0
Peru,2017-10-30,2017-11-05,7,44,2029,0
Peru,2017-11-06,2017-11-12,7,45,1997,0
Peru,2017-11-13,2017-11-19,7,46,1892,0
Peru,2017-11-20,2017-11-26,7,47,2035,0
Peru,2017-11-27,2017-12-03,7,48,1951,0
Peru,2017-12-04,2017-12-10,7,49,1868,0
Peru,2017-12-11,2017-12-17,7,50,1968,0
Peru,2017-12-18,2017-12-24,7,51,1949,0
Peru,2017-12-25,2017-12-31,7,52,1948,0
Peru,2018-01-01,2018-01-07,7,1,1987,0
Peru,2018-01-08,2018-01-14,7,2,1980,0
Peru,2018-01-15,2018-01-21,7,3,1922,0
Peru,2018-01-22,2018-01-28,7,4,1953,0
Peru,2018-01-29,2018-02-04,7,5,1888,0
Peru,2018-02-05,2018-02-11,7,6,1914,0
Peru,2018-02-12,2018-02-18,7,7,2024,0
Peru,2018-02-19,2018-02-25,7,8,1948,0
Peru,2018-02-26,2018-03-04,7,9,1947,0
Peru,2018-03-05,2018-03-11,7,10,1893,0
Peru,2018-03-12,2018-03-18,7,11,1972,0
Peru,2018-03-19,2018-03-25,7,12,1970,0
Peru,2018-03-26,2018-04-01,7,13,1984,0
Peru,2018-04-02,2018-04-08,7,14,2100,0
Peru,2018-04-09,2018-04-15,7,15,1835,0
Peru,2018-04-16,2018-04-22,7,16,1985,0
Peru,2018-04-23,2018-04-29,7,17,1991,0
Peru,2018-04-30,2018-05-06,7,18,2129,0
Peru,2018-05-07,2018-05-13,7,19,2001,0
Peru,2018-05-14,2018-05-20,7,20,2118,0
Peru,2018-05-21,2018-05-27,7,21,2294,0
Peru,2018-05-28,2018-06-03,7,22,2288,0
Peru,2018-06-04,2018-06-10,7,23,2347,0
Peru,2018-06-11,2018-06-17,7,24,2442,0
Peru,2018-06-18,2018-06-24,7,25,2496,0
Peru,2018-06-25,2018-07-01,7,26,2454,0
Peru,2018-07-02,2018-07-08,7,27,2477,0
Peru,2018-07-09,2018-07-15,7,28,2320,0
Peru,2018-07-16,2018-07-22,7,29,2389,0
Peru,2018-07-23,2018-07-29,7,30,2377,0
Peru,2018-07-30,2018-08-05,7,31,2388,0
Peru,2018-08-06,2018-08-12,7,32,2373,0
Peru,2018-08-13,2018-08-19,7,33,2286,0
Peru,2018-08-20,2018-08-26,7,34,2217,0
Peru,2018-08-27,2018-09-02,7,35,2312,0
Peru,2018-09-03,2018-09-09,7,36,2288,0
